 query_name, seed eggNOG ortholog, seed ortholog evalue, seed ortholog score, Predicted taxonomic group, Predicted protein name, Gene Ontology terms , EC number, KEGG_ko, KEGG_Pathway, KEGG_Module, KEGG_Reaction, KEGG_rclass, BRITE, KEGG_TC, CAZy , BiGG Reaction, tax_scope: eggNOG taxonomic level used for annotation, eggNOG OGs , COG Functional Category, eggNOG free text description
AMFKHHPO_00697,683837.lse_0049,3.7E-208,730.7,Listeriaceae,essB,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1UY6F@1239,26K7I@186820,4H9W3@91061,COG4499@1,COG4499@2",S,"WXG100 protein secretion system (Wss), protein YukC"
AMFKHHPO_01082,272626.lin1268,5.6E-257,893.3,Bacilli,yqbA,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TT5R@1239,4HEHM@91061,COG5518@1,COG5518@2",S,portal protein
AMFKHHPO_01115,431943.CKL_3316,0.00000004,63.5,Clostridiaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1UV0X@1239,25P47@186801,2BFIA@1,329C4@2,36TV5@31979",K,Helix-turn-helix XRE-family like proteins
AMFKHHPO_01117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMFKHHPO_01118,198467.NP92_02685,6.3E-12,76.3,Bacilli,sinR,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VK84@1239,4HPJ4@91061,COG1396@1,COG1396@2",K,Helix-turn-helix XRE-family like proteins
AMFKHHPO_01123,398512.JQKC01000009_gene392,1.2E-31,144.1,Clostridia,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VTTY@1239,24Z3Y@186801,28NJ6@1,2ZBKE@2",S,Beta protein
AMFKHHPO_01124,760011.Spico_0824,1.6E-41,176,Bacteria,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"28M7B@1,2ZAKT@2",0,0
AMFKHHPO_01275,386043.lwe1257,6.2E-112,410.6,Listeriaceae,XK27_00025,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V5SX@1239,26JJG@186820,4HI3S@91061,COG1396@1,COG1396@2",K,Helix-turn-helix XRE-family like proteins
AMFKHHPO_01531,1552123.EP57_12010,1.5E-60,239.6,Listeriaceae,cas6,0,0,ko:K19091,0,0,0,0,"ko00000,ko01000,ko02048",0,0,0,Bacteria,"1V534@1239,26ME2@186820,4IRXX@91061,COG1583@1,COG1583@2",L,CRISPR associated protein Cas6
AMFKHHPO_02564,683837.lse_0534,1.3E-133,482.3,Listeriaceae,0,0,3.2.1.18,ko:K01186,"ko00511,ko00600,ko04142,map00511,map00600,map04142",0,R04018,"RC00028,RC00077","ko00000,ko00001,ko01000,ko02042",0,GH33,0,Bacteria,"1TQEE@1239,26K55@186820,4HK3V@91061,COG2755@1,COG2755@2",E,GDSL-like Lipase/Acylhydrolase family
AMFKHHPO_02745,176090.SSIN_0700,7E-10,70.5,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1W197@1239,2FBRA@1,343W4@2,4HY0S@91061",0,0
AMFKHHPO_02803,1158614.I592_04204,1.1E-47,197.2,Enterococcaceae,parA,0,0,ko:K03496,0,0,0,0,"ko00000,ko03036,ko04812",0,0,0,Bacteria,"1W70X@1239,4B4PE@81852,4I4CY@91061,COG1192@1,COG1192@2",D,AAA domain
AMFKHHPO_02806,881621.LIV_2352,1.9E-44,186.4,Listeriaceae,XK27_00025,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V5SX@1239,26JJG@186820,4HI3S@91061,COG1396@1,COG1396@2",K,Helix-turn-helix XRE-family like proteins
AMFKHHPO_02810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMFKHHPO_02882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMFKHHPO_02886,1158607.UAU_01206,1.7E-223,782.7,Bacteria,0,0,"2.1.1.80,3.1.1.61,3.4.21.105","ko:K03631,ko:K13924,ko:K19225","ko02020,ko02030,map02020,map02030",M00506,0,0,"ko00000,ko00001,ko00002,ko01000,ko01002,ko02022,ko02035,ko03400",0,0,0,Bacteria,"COG0497@1,COG0497@2",L,DNA recombination
AMFKHHPO_02942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMFMIMKP_00587,881621.LIV_1066,4.3E-23,114.8,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1U2XJ@1239,26MW2@186820,2A5W0@1,30UMW@2,4ICKF@91061",0,0
AMFMIMKP_00748,1139996.OMQ_00039,2.5E-93,349.4,Bacilli,0,0,3.1.21.3,ko:K01154,0,0,0,0,"ko00000,ko01000,ko02048",0,0,0,Bacteria,"1V78B@1239,4HJWP@91061,COG0732@1,COG0732@2",V,type I restriction modification DNA specificity domain
AMFMIMKP_00812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMFMIMKP_01438,386043.lwe0020,3.4E-192,677.6,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VS5A@1239,26KQ6@186820,4HTWJ@91061,COG5153@1,COG5153@2",IU,multivesicular body membrane disassembly
AMFMIMKP_01824,683837.lse_2453,1.4E-159,568.9,Listeriaceae,rlrB,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TP77@1239,26N1E@186820,4HDPG@91061,COG0583@1,COG0583@2",K,Transcriptional regulator
AMFMIMKP_02178,202752.JL53_10220,1.6E-37,161.8,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VVIR@1239,26M1S@186820,2FH4S@1,33XSV@2,4HWAJ@91061",S,Protein of unknown function (DUF3130
AMFMIMKP_02211,683837.lse_2611,0,1568.1,Listeriaceae,0,0,3.2.1.177,ko:K01811,0,0,0,0,"ko00000,ko01000",0,GH31,0,Bacteria,"1TR8N@1239,26N05@186820,4HB1D@91061,COG1501@1,COG1501@2",G,Belongs to the glycosyl hydrolase 31 family
AMFMIMKP_02507,683837.lse_0082,2E-125,456.1,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V897@1239,26KBH@186820,4HIMS@91061,COG5444@1,COG5444@2",L,LXG domain of WXG superfamily
AMFMIMKP_02727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_00312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_00315,1139219.I569_02412,1.6E-85,322.8,Enterococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1W5TM@1239,2DE1M@1,2ZK4S@2,4B5RN@81852,4I0Y4@91061",0,0
AMIPOJOL_00316,1139219.I569_01660,4.2E-42,177.2,Enterococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VNXD@1239,2DS1Q@1,33E5A@2,4B5BQ@81852,4IAB6@91061",0,0
AMIPOJOL_00317,226185.EF_3225,4.2E-49,201.1,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VXMM@1239,2F6DV@1,33YX2@2,4HXHN@91061",0,0
AMIPOJOL_00318,1139219.I569_01661,1.1E-129,469.5,Enterococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V14E@1239,28KEB@1,2ZA0K@2,4B291@81852,4HNU7@91061",S,"Psort location Cytoplasmic, score 8.87"
AMIPOJOL_00690,169963.lmo1476,1.1E-220,772.3,Listeriaceae,hemN,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TPES@1239,26JV4@186820,4HA60@91061,COG0635@1,COG0635@2",H,Involved in the biosynthesis of porphyrin-containing compound
AMIPOJOL_01074,169963.lmo0379,3.2E-83,314.3,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VNR1@1239,2EPZ6@1,33HJS@2,4HWX1@91061",0,0
AMIPOJOL_01586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_01747,169963.lmo2773,6.4E-151,540,Listeriaceae,licT,0,0,"ko:K02538,ko:K03488",0,0,0,0,"ko00000,ko03000",0,0,0,Bacteria,"1TQJJ@1239,26JSP@186820,4HBB3@91061,COG3711@1,COG3711@2",K,CAT RNA binding domain
AMIPOJOL_01935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_01936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_01937,873447.SPB_0074,5.2E-26,124.4,Bacilli,0,0,0,ko:K07052,0,0,0,0,ko00000,0,0,0,Bacteria,"1VB4D@1239,4HMDH@91061,COG1266@1,COG1266@2",S,CAAX protease self-immunity
AMIPOJOL_01945,1449338.JQLU01000005_gene3221,3.7E-124,451.1,Firmicutes,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VRPX@1239,2EWPK@1,33Q1H@2",0,0
AMIPOJOL_01953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_01971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_02354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_02389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_02498,169963.lmo2211,8.6E-181,639.4,Listeriaceae,hemH,"GO:0003674,GO:0003824,GO:0004325,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","4.99.1.1,4.99.1.9",ko:K01772,"ko00860,ko01100,ko01110,map00860,map01100,map01110",M00121,"R00310,R11329",RC01012,"ko00000,ko00001,ko00002,ko01000",0,0,0,Bacteria,"1TPKF@1239,26J5Z@186820,4HAYG@91061,COG0276@1,COG0276@2",H,Catalyzes the ferrous insertion into protoporphyrin IX
AMIPOJOL_02569,1052684.PPM_4023,1.4E-99,370.2,Paenibacillaceae,licC,0,0,ko:K02761,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000",4.A.3.2,0,0,Bacteria,"1TP8D@1239,26V62@186822,4H9W2@91061,COG1455@1,COG1455@2",G,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane"
AMIPOJOL_02570,1294142.CINTURNW_3355,3.8E-37,162.2,Clostridiaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TT2B@1239,249ZN@186801,36ES7@31979,COG1737@1,COG1737@2",K,"transcriptional regulator, RpiR family"
AMIPOJOL_02571,416870.llmg_2184,2.3E-69,269.2,Bacilli,XK27_04815,0,0,ko:K07088,0,0,0,0,ko00000,0,0,0,Bacteria,"1V0ZS@1239,4HFI1@91061,COG0679@1,COG0679@2",S,auxin efflux carrier
AMIPOJOL_02573,936140.AEOT01000009_gene210,4.5E-63,248.4,Lactobacillaceae,ligA,"GO:0003674,GO:0003824,GO:0003909,GO:0003911,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006266,GO:0006281,GO:0006284,GO:0006288,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016874,GO:0016886,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051103,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360","2.7.7.7,6.5.1.2","ko:K01972,ko:K02342,ko:K03763","ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03430,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03430,map03440",M00260,"R00375,R00376,R00377,R00378,R00382","RC00005,RC02795","ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",0,0,0,Bacteria,"1TRS5@1239,3F546@33958,4HFJA@91061,COG0272@1,COG0272@2,COG2176@1,COG2176@2",L,EXOIII
AMIPOJOL_02584,1139996.OMQ_00160,1E-156,559.7,Enterococcaceae,0,0,0,ko:K07487,0,0,0,0,ko00000,0,0,0,Bacteria,"1TQQ9@1239,4AZP7@81852,4H9KK@91061,COG3666@1,COG3666@2",L,COG3666 Transposase and inactivated derivatives
AMIPOJOL_02585,1140001.I571_02935,4E-96,357.5,Enterococcaceae,0,0,0,ko:K07487,0,0,0,0,ko00000,0,0,0,Bacteria,"1TQQ9@1239,4AZP7@81852,4H9KK@91061,COG3666@1,COG3666@2",L,COG3666 Transposase and inactivated derivatives
AMIPOJOL_02590,768486.EHR_02410,5.4E-213,746.9,Enterococcaceae,0,0,3.2.1.51,ko:K01206,"ko00511,map00511",0,0,0,"ko00000,ko00001,ko01000,ko04147",0,GH29,0,Bacteria,"1TQH2@1239,4B05C@81852,4HDR0@91061,COG3669@1,COG3669@2",G,Alpha-L-fucosidase
AMIPOJOL_02593,768486.EHR_02425,0,1064.3,Bacilli,fucI,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005996,GO:0006004,GO:0008150,GO:0008152,GO:0008736,GO:0008790,GO:0009056,GO:0016052,GO:0016853,GO:0016860,GO:0016861,GO:0019317,GO:0019318,GO:0019320,GO:0019321,GO:0019323,GO:0019566,GO:0019568,GO:0019571,GO:0042354,GO:0042355,GO:0042802,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0046365,GO:0046372,GO:0071704,GO:1901575","5.3.1.25,5.3.1.3",ko:K01818,"ko00051,ko01120,map00051,map01120",0,R03163,RC00434,"ko00000,ko00001,ko01000",0,0,"iECABU_c1320.ECABU_c30720,ic_1306.c3371",Bacteria,"1TQ5Q@1239,4HB1E@91061,COG2407@1,COG2407@2",G,Converts the aldose L-fucose into the corresponding ketose L-fuculose
AMIPOJOL_02594,768486.EHR_02430,2.1E-93,348.6,Enterococcaceae,fucA,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008270,GO:0008742,GO:0009056,GO:0009058,GO:0009987,GO:0016052,GO:0016829,GO:0016830,GO:0016832,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019324,GO:0019566,GO:0019568,GO:0019569,GO:0019572,GO:0019637,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046373,GO:0046872,GO:0046914,GO:0051167,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901159,GO:1901575,GO:1901576","4.1.2.17,5.1.3.4","ko:K01628,ko:K03077","ko00040,ko00051,ko00053,ko01100,ko01120,map00040,map00051,map00053,map01100,map01120",M00550,"R02262,R05850","RC00603,RC00604,RC01479","ko00000,ko00001,ko00002,ko01000",0,0,0,Bacteria,"1TPDV@1239,4AZV7@81852,4HDTK@91061,COG0235@1,COG0235@2",G,Class II Aldolase and Adducin N-terminal domain
AMIPOJOL_02596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_02602,525367.HMPREF0556_10211,2.2E-81,308.9,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1TS3R@1239,26KX9@186820,4HDHZ@91061,COG1484@1,COG1484@2",L,Pfam PF01695
AMIPOJOL_02618,883103.HMPREF9703_01580,5.7E-82,310.8,Carnobacteriaceae,0,0,0,"ko:K03694,ko:K03696","ko01100,map01100",0,0,0,"ko00000,ko03110",0,0,0,Bacteria,"1UZ7G@1239,27HJZ@186828,4HJBJ@91061,COG0542@1,COG0542@2",O,AAA domain (Cdc48 subfamily)
AMIPOJOL_02621,1123318.KB904586_gene456,2.3E-45,188,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V3TU@1239,2BXTH@1,2ZZ52@2,4HH9J@91061",S,Bacterial protein of unknown function (DUF961)
AMIPOJOL_02884,683837.lse_0367,2.4E-52,214.2,Bacilli,0,"GO:0005575,GO:0005618,GO:0005623,GO:0008150,GO:0030260,GO:0030312,GO:0035635,GO:0044403,GO:0044409,GO:0044419,GO:0044464,GO:0051701,GO:0051704,GO:0051806,GO:0051828,GO:0071944",0,"ko:K13730,ko:K13731","ko05100,map05100",0,0,0,"ko00000,ko00001",0,0,0,Bacteria,"1V3UH@1239,4HM8K@91061,COG4886@1,COG4886@2",E,Leucine-rich repeat (LRR) protein
AMIPOJOL_02888,1444306.JFZC01000051_gene792,2.4E-24,119.4,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V10F@1239,28KBJ@1,2Z9YJ@2,4HDQW@91061",0,0
AMIPOJOL_02889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMIPOJOL_03020,315749.Bcer98_1746,5E-88,331.3,Bacillus,yxlF_1,0,0,ko:K01990,0,M00254,0,0,"ko00000,ko00002,ko02000",3.A.1,0,0,Bacteria,"1TQEV@1239,1ZBR2@1386,4HBHF@91061,COG1131@1,COG1131@2",V,"ABC transporter, ATP-binding protein"
AMIPOJOL_03021,315749.Bcer98_1747,6.4E-65,254.2,Bacillus,nosY2,0,0,ko:K01992,0,M00254,0,0,"ko00000,ko00002,ko02000",3.A.1,0,0,Bacteria,"1UYUR@1239,1ZCZZ@1386,4HEAP@91061,COG1277@1,COG1277@2",S,"COG1277 ABC-type transport system involved in multi-copper enzyme maturation, permease component"
AMIPOJOL_03022,1280692.AUJL01000015_gene1211,1.6E-20,107.5,Clostridiaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V225@1239,24DB7@186801,36GAP@31979,COG3290@1,COG3290@2",T,GHKL domain
AMIPOJOL_03023,999411.HMPREF1092_01716,2.8E-38,165.6,Clostridiaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1V1GQ@1239,24H3F@186801,36GPU@31979,COG3279@1,COG3279@2",KT,LytTr DNA-binding domain
AMIPOJOL_03024,1449338.JQLU01000005_gene3654,5.8E-19,100.5,Bacilli,0,0,0,ko:K07979,0,0,0,0,"ko00000,ko03000",0,0,0,Bacteria,"1V743@1239,4HJDB@91061,COG1725@1,COG1725@2",K,Transcriptional
AMIPOJOL_03025,946235.CAER01000062_gene3435,2.5E-13,82.8,Oceanobacillus,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1UY2R@1239,23J4K@182709,4HEEQ@91061,COG4194@1,COG4194@2",S,Protein of unknown function (DUF1648)
AMIPOJOL_03026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMMCMAAK_01493,386043.lwe2312,1.3E-89,335.9,Listeriaceae,yncA,0,2.3.1.79,ko:K00661,0,0,0,0,"ko00000,ko01000",0,0,0,Bacteria,"1TQEX@1239,26IM7@186820,4HAJ0@91061,COG0110@1,COG0110@2",S,Maltose acetyltransferase
AMMMLJPD_00141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMMMLJPD_00751,1121091.AUMP01000046_gene1815,0.000000041,64.7,Bacilli,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1UCSM@1239,2B1DM@1,31TU9@2,4HZPZ@91061",0,0
AMMMLJPD_01290,1027396.LMOSA_1310,5.4E-121,440.3,Listeriaceae,0,0,0,ko:K21727,"ko00627,ko01120,map00627,map01120",0,R03023,RC00046,"ko00000,ko00001",0,0,0,Bacteria,"1VV7G@1239,26K7T@186820,4HVMG@91061,COG1802@1,COG1802@2",K,Transcriptional regulator
AMMMLJPD_02225,1027396.LMOSA_23650,8.3E-149,533.1,Listeriaceae,prsA,"GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0006457,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564",5.2.1.8,"ko:K01802,ko:K03769,ko:K07533",0,0,0,0,"ko00000,ko01000,ko03110",0,0,0,Bacteria,"1TX3R@1239,26IS5@186820,4HC85@91061,COG0760@1,COG0760@2",M,Plays a major role in protein secretion by helping the post-translocational extracellular folding of several secreted proteins
AMMMLJPD_02314,1027396.LMOSA_22770,1.7E-55,222.2,Listeriaceae,accB,0,"2.3.1.12,4.1.1.3","ko:K00627,ko:K01571,ko:K02160","ko00010,ko00020,ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00010,map00020,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00307,M00376","R00209,R00217,R00742,R02569","RC00004,RC00040,RC00367,RC02742,RC02857","br01601,ko00000,ko00001,ko00002,ko01000,ko02000",3.B.1.1.1,0,0,Bacteria,"1VAB7@1239,26KJN@186820,4HKCS@91061,COG0511@1,COG0511@2",I,"first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA"
AMMMLJPD_02465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AMMMLJPD_02466,1449338.JQLU01000005_gene1783,2.1E-24,120.6,Firmicutes,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VFQ6@1239,2EA2A@1,3347G@2",0,0
AMMMLJPD_02469,562743.JH976434_gene820,0.000000085,64.3,Firmicutes,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VHJM@1239,2DQRM@1,338AM@2",S,Domain of unknown function (DUF4176)
AMMMLJPD_02695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANBBKBAE_00066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANBBKBAE_00069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANBBKBAE_00097,224308.BSU26000,0.00000015,62,Bacillus,xkdR,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1UAFU@1239,1ZHKX@1386,29RS3@1,30CVT@2,4IKU7@91061",S,Protein of unknown function (DUF2577)
ANBBKBAE_01096,202752.JL53_06090,2.3E-40,171,Listeriaceae,ylaI,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VFMW@1239,26KWM@186820,4HNPM@91061,COG4896@1,COG4896@2",S,Uncharacterized protein conserved in bacteria (DUF2197)
ANBBKBAE_01185,881621.LIV_1113,5E-132,477.2,Listeriaceae,eutT,0,2.5.1.17,ko:K04032,"ko00860,ko01100,map00860,map01100",0,R01492,RC00533,"ko00000,ko00001,ko01000",0,0,0,Bacteria,"1V18U@1239,26K78@186820,4HG7H@91061,COG4812@1,COG4812@2",E,cobalamin
ANBBKBAE_01321,1138822.PL11_10475,4.2E-24,117.1,Lactobacillaceae,0,0,0,ko:K07483,0,0,0,0,ko00000,0,0,0,Bacteria,"1VQ03@1239,3F77N@33958,4HS9H@91061,COG2963@1,COG2963@2",L,4.5 Transposon and IS
ANBBKBAE_01772,469596.HMPREF9488_01972,2.4E-16,92.8,Erysipelotrichia,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VXXW@1239,3VTWM@526524,COG1737@1,COG1737@2",K,"Helix-turn-helix domain, rpiR family"
ANBBKBAE_01940,683837.lse_0105,3.1E-44,184.5,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1VHRR@1239,26KXS@186820,2E4NT@1,32ZHM@2,4HPGR@91061",0,0
ANBBKBAE_02480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANBBKBAE_02868,881621.LIV_0064,2.1E-157,562.8,Listeriaceae,0,0,0,ko:K11044,0,0,0,0,"ko00000,ko01000,ko02042",0,0,0,Bacteria,"1V069@1239,26JXZ@186820,4HD0D@91061,COG5585@1,COG5585@2",0,0
ANBBKBAE_02897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANCKBGAH_00178,169963.lmo0478,1.5E-29,135.6,Listeriaceae,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,"1W5T9@1239,26MPG@186820,2954H@1,2ZSH3@2,4HZTA@91061",S,Protein of unknown function (DUF3139)
ANCKBGAH_00798,1552123.EP57_05815,6.7E-69,266.5,Listeriaceae,crcB,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0098656,GO:0098660,GO:0098661,GO:1903424,GO:1903425",0,ko:K06199,0,0,0,0,"ko00000,ko02000","1.A.43.1,1.A.43.2,1.A.43.3",0,0,Bacteria,"1VEH7@1239,26KQE@186820,4HNI0@91061,COG0239@1,COG0239@2",U,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity"
ANCKBGAH_00993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANCKBGAH_01515,1265845.PWEIH_14366,7.4E-144,516.9,Firmicutes,hpaIIR,0,3.1.21.4,ko:K01155,0,0,0,0,"ko00000,ko01000,ko02048",0,0,0,Bacteria,"1UZTS@1239,28HT5@1,2Z803@2",L,HpaII restriction endonuclease
ANCKBGAH_01516,1265845.PWEIH_14361,1.8E-185,655.2,Bacilli,dcm,0,2.1.1.37,ko:K00558,"ko00270,ko01100,ko05206,map00270,map01100,map05206",M00035,R04858,"RC00003,RC00332","ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036",0,0,0,Bacteria,"1TS3G@1239,4IQ0X@91061,COG0270@1,COG0270@2",H,C-5 cytosine-specific DNA methylase
ANCKBGAH_01616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
